Age,Income,Loan_Amount,Credit_Score,Employment_Years,Debt_to_Income,Default
39,25395,32618,372,7,0.3826529437918662,1
26,77669,14705,698,10,0.4048691784365387,0
41,35845,27680,394,2,0.389898880362457,0
44,61059,20376,774,15,0.20924863702881522,0
32,43394,30420,394,5,0.13206457237656863,0
58,118993,49379,423,8,0.5474959386609922,1
43,70906,45358,799,8,0.3872562025931714,0
25,84332,44333,347,5,0.4839522166027621,1
50,62305,6835,394,4,0.2822185006490898,0
55,67628,26283,776,0,0.12125113500675042,0
34,46352,47565,332,2,0.22978265459253674,0
63,111682,40963,417,2,0.1366828296902701,0
30,107971,14179,550,11,0.13912062524063426,0
63,76993,33904,602,3,0.2072296724140589,0
52,64386,46113,421,20,0.41678906713748676,1
28,128027,38674,517,15,0.5088854594849952,0
25,81624,16955,352,10,0.5106785154636513,0
40,82065,12198,425,7,0.5688782644673264,0
63,145212,6620,458,28,0.42819079850714525,1
51,110504,49588,475,26,0.10993047079279453,0
52,138141,16766,591,8,0.28870121755715616,0
56,33539,36090,458,27,0.1557302234371453,0
42,26263,46291,790,29,0.48873237360990784,1
52,38305,9338,656,13,0.15984455217149632,0
40,78817,10301,536,22,0.1529612272877203,0
52,49398,20144,727,28,0.11410431581698041,0
53,134238,18784,424,25,0.5777513909955974,1
23,122616,7423,614,21,0.4928550286515432,0
31,100801,13272,578,14,0.26665540884352146,0
23,74107,6573,404,18,0.28821966839885127,0
23,57152,29419,341,8,0.12971421435611155,0
45,118260,21803,696,25,0.1789584630133839,0
38,55624,38234,759,16,0.255725686910135,0
53,124655,10176,790,8,0.2939339943663486,0
37,81132,41161,467,2,0.40998820683512516,0
37,130494,47525,473,24,0.275166175193985,0
60,77979,20164,671,15,0.5773002569171072,0
52,83013,17222,449,12,0.27139710499218717,0
64,119925,30379,548,25,0.5707976799839467,0
45,88797,30653,479,16,0.4649298459461285,1
22,76798,23016,419,23,0.5499487704111707,0
32,41650,23368,327,21,0.45157859246349985,1
42,51014,28505,416,29,0.3842920185107075,0
25,101421,37771,561,24,0.35454139195412593,0
28,32434,45245,337,3,0.24566908585668648,0
47,55028,43766,496,27,0.2490869932171955,0
33,91558,38370,824,20,0.2116029220017139,0
52,49331,12256,736,21,0.29277041446073615,0
38,92573,48327,709,27,0.16348650404218526,0
54,99292,33251,632,8,0.2938025327347994,0
32,147466,36977,830,21,0.5168718734762321,0
49,71326,37664,764,8,0.5351461431139346,0
53,107979,11714,457,17,0.42141518646180154,0
22,124728,46144,459,13,0.22840490027655,0
49,29123,16701,633,19,0.22017473926178852,0
63,41603,19891,675,2,0.23896445216465065,0
28,90941,41019,378,3,0.35001961301030715,0
23,67597,32516,496,0,0.5882222394957158,1
63,88238,45912,419,17,0.1545922434841688,0
45,109238,14916,525,3,0.3502560472158981,0
25,67719,7910,709,9,0.44112218071622455,0
40,116786,23254,837,3,0.22283045012786049,0
47,66751,49250,638,20,0.5845561381348203,0
32,111978,41116,836,24,0.27451086441394745,0
61,42693,22985,519,16,0.5661778057745017,1
64,114541,27151,592,7,0.39867771516538764,0
32,135329,10830,503,18,0.10203971633691242,0
24,62697,49297,813,8,0.25555606904981387,0
33,119524,45888,501,15,0.11077432236097992,0
24,122869,23474,331,26,0.2907378650231237,0
63,54992,10480,388,23,0.5662670157300335,1
48,88825,14443,501,23,0.489508510181227,1
23,34522,44138,592,24,0.41006606540033375,0
37,70406,37938,414,14,0.3692760219651928,0
23,132006,7809,521,19,0.28629096159435474,0
51,134068,44761,481,15,0.20576985156536567,0
41,37121,31930,768,27,0.13126245890677427,0
59,148371,28095,725,20,0.1950733333624464,0
49,39219,16946,359,11,0.27576004136537224,0
46,26617,8991,784,22,0.3599955583147837,0
53,68016,28519,310,17,0.20220194783392845,0
31,75672,31657,684,6,0.5871642952842039,0
63,49276,5826,709,15,0.13842507335314527,0
61,124887,47625,341,27,0.14739590180253034,0
54,97240,21513,422,18,0.44130118096016235,1
34,131292,22801,551,5,0.47753078914861713,0
62,80735,34846,783,28,0.5862257345312192,0
63,42959,44566,512,5,0.36522211073691924,0
58,53522,28157,567,5,0.18296696413114086,0
37,81087,33363,839,25,0.5689644773855959,0
43,34953,10136,434,14,0.5901171967043909,1
41,51567,22421,797,1,0.5617569538404174,0
64,85523,17491,425,8,0.535828089252394,0
48,87708,12546,658,7,0.13878705229212737,0
62,47560,10903,802,6,0.5274365578873882,0
37,83390,21406,617,26,0.5766134495033441,0
55,93149,19949,311,29,0.3761572389214518,0
53,61660,14825,776,27,0.48629390698233244,0
47,70104,11287,593,27,0.4304478203207216,0
46,82805,49961,739,15,0.24402906157433754,0
23,130037,39173,815,14,0.393759904682776,0
33,127735,47438,690,8,0.5446867258838534,0
61,49496,22578,615,19,0.34819264027954566,0
30,108301,46535,307,14,0.3950726714182773,0
33,116257,12923,807,1,0.36573186248688594,0
47,28515,39374,423,19,0.2412024386521139,1
30,29454,46411,671,13,0.42183155422934004,1
31,131073,13316,613,27,0.35473501822680165,0
53,47873,49414,484,25,0.21627299738837522,1
55,98920,15556,846,10,0.5476890761598262,0
41,38727,15058,824,29,0.5750228969679788,0
60,94070,44018,338,2,0.12768632764088775,0
23,124059,39451,383,1,0.4111743784003066,1
22,149564,30482,320,17,0.30752284512259775,0
57,122425,49494,552,13,0.3629771551458121,0
45,142213,30005,602,23,0.28691486288748935,0
48,74979,24135,557,28,0.33717924179397585,0
23,50465,28888,841,4,0.26171696690482615,0
52,78900,37481,760,11,0.15880163894790014,0
35,84799,33401,523,13,0.2510163183121734,0
23,142021,45431,391,5,0.43516613183289676,0
50,121129,29937,579,7,0.12519076126599196,0
36,46330,18146,469,6,0.29136619306695477,0
33,33302,35101,547,6,0.12114958351410096,1
58,103443,16253,660,11,0.27813313426956243,0
49,114966,8223,648,28,0.14380584575485858,0
41,132288,10441,734,6,0.2698200486736496,0
60,137689,47590,705,11,0.5190438473308898,0
45,97717,45149,377,26,0.4067043507675082,0
42,136749,17863,757,15,0.441147212146656,0
31,37875,42952,691,26,0.35190006386329675,0
35,52219,34564,313,6,0.5611908506932825,0
58,61182,21653,344,7,0.3705793191019312,0
39,105541,29088,337,0,0.15214704406686022,0
45,67269,27499,715,12,0.5665515303145234,0
35,104781,47083,544,18,0.1665316839674034,0
55,31457,28682,361,0,0.5995851709065404,1
33,31749,37132,792,23,0.3176921309079024,0
43,58064,9533,622,17,0.13674273354265984,0
27,34821,22426,551,6,0.5320510527285645,0
57,140256,19560,767,21,0.1464414507482419,0
57,123297,39409,360,26,0.18721616050590614,0
43,128587,20925,418,16,0.3086735260172163,0
35,103655,27987,386,27,0.4380931354890786,1
37,32664,15633,379,14,0.1605700082069579,0
57,54281,41065,527,21,0.41131259195510306,1
46,130815,35125,782,24,0.4901931910015882,0
53,56821,8996,609,18,0.16174805207324386,0
54,128769,5014,784,27,0.42378530599589914,0
57,49647,19895,324,22,0.5794379407626484,1
41,135861,6674,501,3,0.5836975180712687,1
39,94918,42867,524,16,0.18083130188526367,0
59,106985,25001,809,6,0.47985204328121167,0
24,107799,22864,819,15,0.5233162173739252,0
44,115179,31321,482,16,0.5444816190294572,0
53,99944,29082,376,26,0.261840709278799,0
37,114142,45131,725,19,0.23505922473302363,0
26,52603,10957,366,28,0.12393053257917822,0
25,71458,9210,793,14,0.2997358904398033,0
42,95605,23069,846,8,0.16197822445217538,0
61,44623,39851,376,20,0.4931286575843985,1
35,69440,31865,354,22,0.17148328593428078,0
60,107427,23070,772,12,0.5094526749181141,0
52,32704,9158,546,6,0.15380678073735546,1
35,118826,40550,738,27,0.34030773963056615,0
27,52460,25572,613,18,0.29231712901158236,0
33,108045,9100,619,28,0.40077189230879895,0
37,107805,49469,519,10,0.35938592832257643,0
38,142529,20525,670,7,0.3993132630775488,0
44,98511,23456,515,16,0.100481842602032,0
35,135373,5097,348,3,0.1637518086598739,0
28,31565,14483,762,25,0.3585600923757134,0
53,113003,41232,417,3,0.2148330518433206,0
36,29870,6787,381,17,0.1381585773374894,0
38,43909,45531,562,21,0.20885054234389752,0
62,34117,26788,795,16,0.4899297790905769,0
55,143903,38451,475,2,0.37084704651748635,0
26,92474,21092,388,8,0.19503844207830442,0
48,118926,6132,658,27,0.10798918601304955,0
44,69322,17314,585,25,0.27879779681983785,0
61,126536,43645,596,5,0.278734795901209,0
35,45128,27582,559,1,0.46756260432195496,1
36,145909,32780,774,27,0.559718090713064,0
64,122317,37236,835,11,0.28600702948416734,0
54,94001,18068,336,14,0.4440663404966181,1
52,25440,16057,480,8,0.4174527687917785,1
56,85955,38622,324,28,0.3110401422172726,0
38,74613,43506,648,1,0.13294504024595857,0
49,148491,7026,842,11,0.33673225055218414,0
40,95949,31563,526,15,0.27706927781349167,0
44,36663,43133,647,6,0.37509719292534416,0
53,129059,7550,337,0,0.1626985392337146,1
61,128316,35922,682,20,0.46211990148271176,0
34,44547,12089,535,6,0.49387521692933856,1
41,106662,21623,480,2,0.2942308207715415,0
56,130056,17043,413,19,0.1876379304489302,0
26,25005,6036,605,4,0.4117890056263277,0
30,128080,27516,431,2,0.5779059837869451,0
50,32038,26164,647,14,0.4502515847148524,0
27,31414,11122,479,5,0.16174111698480745,1
46,112659,36786,714,14,0.29861004908389066,0
52,94506,21150,684,2,0.5576844236449039,0
43,101586,27094,811,23,0.417211308828045,0
23,27606,16692,342,22,0.1735760980840754,1
26,41482,17054,779,0,0.46229609993064313,1
48,123829,6767,417,1,0.2767593945000183,0
46,96873,9708,360,3,0.3447671960780766,0
29,58948,46121,487,20,0.3075232803842938,0
22,114987,34292,752,13,0.4628483018774098,0
41,116801,33082,486,13,0.20895306628826574,0
44,116250,39024,763,26,0.2941848898780546,0
53,45875,31734,463,29,0.4722728592309011,1
32,38057,47911,723,9,0.4523913968398374,0
60,57400,28461,401,10,0.2008721383762602,0
45,96458,10351,566,3,0.275331969631455,0
32,93607,38517,452,14,0.1071820123970054,0
50,112561,22092,728,19,0.36508625991833044,0
47,52503,44184,726,29,0.24047070110359434,0
37,48765,44718,835,24,0.10593295834563674,0
56,126096,30041,632,3,0.31235250324605424,0
41,144466,30676,739,19,0.5634348558391242,0
24,71612,39481,423,19,0.5617005828310618,1
22,123318,17777,601,15,0.28605142682537055,0
22,109335,29320,648,1,0.32458894078444944,0
38,125989,13308,548,12,0.22134073173654986,0
23,118012,48441,570,7,0.13415388886204685,0
50,106748,20329,728,12,0.44696334139362603,0
41,34428,18882,546,29,0.5000263534082157,1
27,56419,9714,780,19,0.5400523206801632,0
29,90195,31050,397,20,0.5676436455664864,1
50,98695,48432,628,7,0.5579816829521329,0
54,114846,20753,724,29,0.1136917120588006,0
24,127404,34979,723,3,0.5890474541398241,0
56,64142,19630,304,4,0.289751010806526,0
26,96540,22658,758,20,0.5430538424198975,0
48,63289,8709,797,5,0.3203801001260703,0
33,101948,38106,386,22,0.31109525551249595,0
41,83951,44529,701,18,0.10559530697808514,0
41,36755,42043,592,29,0.12622072369989093,0
30,146843,16491,580,9,0.4356395325200688,0
60,142985,44530,496,26,0.5688203037132528,1
25,109553,13834,382,2,0.21220013334659546,0
40,28890,19358,326,12,0.14695951469314997,0
59,119376,14872,434,8,0.20692851649243468,0
48,42175,26657,389,16,0.20615992328241642,0
64,99727,29827,505,9,0.24656780175881635,0
34,90687,13173,326,11,0.14737173377232807,0
34,109983,21685,677,12,0.21776335598581056,0
43,113287,16333,714,23,0.5606374171664316,0
49,119711,16356,526,9,0.5451096187246853,0
43,49288,45584,367,18,0.2581521703604567,1
64,71629,49917,661,20,0.5984467289275647,0
40,141779,16344,559,18,0.24917655374077982,0
29,72800,49619,362,25,0.4609149095391748,1
29,62367,44998,691,16,0.42200441102695463,0
63,102810,46571,545,25,0.1322770727233644,0
47,102754,20795,577,29,0.27114842300234887,0
47,114328,34743,646,4,0.5757498088968857,0
44,93513,6943,671,7,0.12543346663972751,0
64,107762,29649,422,4,0.18744216248291304,0
34,54022,26021,356,14,0.5854728879353599,1
49,94329,13348,459,3,0.11989637992468763,0
30,84414,16750,426,24,0.3233036741672335,0
41,26659,10385,610,12,0.5591755194816774,0
40,82941,21639,817,16,0.5718393942714947,0
60,62930,24494,564,4,0.5896604457900491,0
33,68473,47011,587,0,0.3406606307645197,0
36,80598,42800,719,21,0.14323999391573308,0
52,41040,44029,827,14,0.4863516408186165,0
35,94806,23640,439,9,0.45449173604862814,0
32,38286,40402,774,24,0.38980669738490137,0
47,94139,6891,828,10,0.5441179358142767,0
63,137076,33259,688,29,0.5557850444933903,0
48,80916,33987,810,17,0.44162213662678984,0
32,42600,15683,837,28,0.15604997360306413,0
59,27291,14967,512,12,0.14776258645680992,0
55,38123,17128,812,19,0.30431487607313257,0
64,28811,45194,564,23,0.24635029927232735,0
40,103883,39738,642,29,0.16649159221240997,0
27,56276,33295,337,15,0.4055954105962002,1
59,79145,25337,532,18,0.4417649019817682,0
63,71619,27202,559,29,0.4489841316224793,0
49,106049,11771,607,22,0.18763862938535766,0
22,95678,48452,702,11,0.2529219035573299,0
56,113782,17857,560,22,0.19952645178234926,0
61,116043,36301,775,13,0.4006671155889905,0
29,51714,36460,405,1,0.3835407176709382,0
28,80685,26387,546,27,0.3516567185474542,0
32,37194,14832,603,9,0.24802827927534063,0
60,98062,17626,642,3,0.21852646339856593,0
25,89037,23485,746,0,0.5452039161280359,0
46,44362,18423,337,23,0.12442697829643892,0
33,79499,36403,345,25,0.42819918944423285,1
47,71281,35623,519,25,0.10978849051513931,0
59,87813,21802,555,24,0.19691906383815075,0
33,69852,21333,436,16,0.24474173443147482,0
64,147621,40120,530,10,0.5432429846306212,1
58,136653,33085,337,6,0.16886746678633532,0
45,72836,27159,454,16,0.5689032777073642,1
37,29595,29660,802,27,0.5077281521177988,1
34,120930,39519,404,16,0.43952321205839584,0
46,40402,33797,554,8,0.3058730731003846,0
25,90283,24041,703,9,0.5526284385615561,0
32,117676,49935,787,25,0.3639775149044253,0
53,113131,27507,757,5,0.2856037639699037,0
28,67723,10524,827,16,0.39281199503230413,0
32,76322,23735,824,15,0.21613382468681833,0
49,71764,32675,669,6,0.23643908860951104,0
62,49911,22673,401,18,0.5596572540057047,1
44,116288,49083,840,25,0.4969634207639674,0
44,44405,40470,811,3,0.356750364585556,0
49,83122,46603,688,29,0.30828369561588653,0
64,114756,24289,662,19,0.5037849695041122,0
47,124489,36230,414,23,0.3853181666794966,0
46,126589,19542,642,16,0.3075168667780056,0
50,28447,40690,373,23,0.35772439599786365,1
40,78143,11654,434,8,0.21635462193149294,0
54,87906,7021,679,10,0.20098494135192504,0
57,35662,25008,789,22,0.5945453895079614,1
35,88001,27728,424,0,0.5847959105765251,1
35,83282,29162,337,6,0.3104135545034964,0
56,29899,32446,609,21,0.3576307659098983,0
51,53582,34979,405,4,0.5135970688910744,0
49,139364,49078,524,4,0.46291782754174815,0
38,92471,9225,541,0,0.1497746167497693,1
24,148513,14209,696,5,0.287305527140603,0
37,67213,49660,452,12,0.22507562161571934,0
51,132578,20723,835,14,0.5963150958397431,0
50,100871,8140,701,3,0.47435079421604387,0
36,108205,16721,445,29,0.12388260457488173,0
46,99081,7587,490,29,0.5500189832995682,1
59,130783,48342,500,16,0.563979189899486,1
63,128559,44437,311,27,0.26663448814334745,0
59,108805,23989,351,23,0.4209888809456891,1
44,149698,37726,601,23,0.44101949616916203,0
46,62830,10004,599,27,0.4647738107969509,0
63,32066,19301,820,12,0.44675363654209577,0
28,35712,37679,439,10,0.37985900420246943,1
43,106527,33103,399,3,0.5769219552789479,1
38,126326,46168,784,28,0.35618708606383975,0
39,90365,12504,436,6,0.15545661411339848,0
62,112185,41578,665,18,0.1402127415865814,0
31,124851,11080,833,23,0.10918830961441947,0
31,55806,12408,806,6,0.31396169343213454,0
28,37210,9153,460,13,0.23661813254104166,0
59,61972,16055,474,20,0.547609457673347,1
48,130894,24760,387,15,0.5335739293167612,1
54,59136,22752,698,20,0.5189212510796977,0
22,69297,29193,779,8,0.5336390586996865,0
55,141445,8800,844,21,0.24880283973220427,0
25,40945,6037,776,21,0.3130587721148387,0
38,120201,35054,582,1,0.25586902963791613,0
25,67477,31866,751,26,0.1430405265614256,0
64,104180,5992,381,15,0.5620231467591333,1
47,95453,28696,512,4,0.4079631328708173,1
25,110404,42278,819,11,0.1662761999687449,0
22,102413,38161,433,19,0.20302947832691423,0
28,38224,13005,746,25,0.325376313759025,0
51,28052,34400,417,14,0.12594703897444845,0
30,52272,21741,542,2,0.23599589061401424,0
56,66150,22565,449,8,0.45172319383560344,1
29,121204,44585,832,26,0.5602032410148862,0
45,42316,39833,678,27,0.5643657078756764,0
40,78389,17094,824,6,0.3600145417254499,0
57,88332,36280,812,3,0.2560776274220605,0
64,32240,49378,416,24,0.5603728275620184,1
48,122095,24513,616,8,0.49331745310063224,0
53,93774,5154,311,27,0.3935559579521315,0
35,68175,35262,389,14,0.5172764507239856,1
39,25565,33134,687,22,0.32941518442378903,0
49,112298,47514,382,20,0.15609741735081353,0
50,96094,13678,695,28,0.5691190597850269,0
37,41375,11294,844,24,0.3670035385176649,0
56,50710,14574,399,29,0.4476452761572266,1
52,74895,40183,756,28,0.29614614644089665,0
25,148552,6070,627,6,0.1678707611712347,0
58,101639,23638,373,24,0.23594089747451188,0
38,40174,31082,395,10,0.12183631478300386,0
60,132026,21306,391,18,0.14378980095422658,0
47,112329,47835,629,10,0.20245955616410918,0
60,52597,12807,474,24,0.3805055655128754,0
62,99289,28224,614,0,0.5964423684898498,0
25,63397,37143,796,20,0.5218616545752248,0
51,96854,29766,568,12,0.14293352654652094,0
51,58069,29715,727,12,0.5211718358312434,0
43,110687,12398,334,1,0.36815565407312,0
32,143968,17202,418,16,0.4301617337066558,1
23,65274,32987,670,29,0.1648828600478319,0
33,99237,40740,750,18,0.2977201135531633,0
51,97498,16312,608,22,0.5420608574354944,0
57,63197,25354,656,14,0.3126828145217363,0
39,73634,18627,675,18,0.16355673879616037,0
47,55041,39113,404,9,0.25553764279965974,0
28,32248,33758,689,9,0.21075986018395584,0
22,110365,45409,475,26,0.44344852004732227,1
47,27203,33486,405,8,0.555513882192205,1
44,76986,20099,462,18,0.46674497901695366,1
47,50370,46412,566,10,0.5218099922462829,0
27,60247,6611,578,5,0.5029088313749451,0
27,149403,36657,602,1,0.10730215153947728,0
29,144544,23462,426,23,0.1621851008469968,0
45,100922,15773,545,9,0.3116895431165597,0
43,25434,28763,533,14,0.1560448322920389,1
40,87982,43547,738,4,0.46746738259570886,0
58,90180,47218,436,17,0.13509371576455612,0
39,133534,34063,448,29,0.308120938511102,0
52,59474,44918,355,29,0.2961446053066643,0
58,49644,21737,655,6,0.3717228282518622,0
51,63493,18861,556,2,0.4146887193886444,0
63,108824,47523,362,29,0.5734781851369314,0
54,146706,35284,362,20,0.2355923994924646,0
31,28959,27428,328,26,0.4329922443092682,1
58,72289,5711,599,24,0.11754239486221604,0
33,36143,18706,514,15,0.10050350069356437,0
51,64593,33078,440,16,0.11267910553842639,0
48,64115,15924,806,1,0.3244558768269563,0
60,136145,20921,798,15,0.37750657573416535,0
30,47540,30432,801,20,0.10310582328085169,0
42,60481,22813,490,29,0.29820577022148864,0
33,120505,44212,348,19,0.12042834378176479,0
50,102097,48452,662,0,0.42664196661607845,0
54,47578,8420,795,13,0.41561601583197416,0
64,37787,7068,576,15,0.49209199405842496,0
36,97048,44927,346,22,0.3731304343006495,0
23,146555,9806,515,8,0.4114749141557069,0
60,77879,44612,529,16,0.2397096465837769,0
39,35596,35539,622,7,0.14272690907850158,0
24,122282,16683,720,8,0.4686530809881394,0
28,85669,24615,524,1,0.40593166668627545,1
64,44930,40674,586,12,0.5691659156743922,1
39,72950,25575,345,0,0.5946129208386242,1
59,120737,24807,313,21,0.5236420243206518,0
58,43687,25441,674,29,0.5928109297958862,0
54,77833,26578,632,6,0.4237231483489766,0
52,147540,16117,465,17,0.14597458072568245,0
32,60989,8665,806,20,0.14491626958281897,0
25,55183,49390,416,4,0.5035598870929064,1
39,45758,14348,738,6,0.21843021794758957,0
25,26082,33783,603,11,0.13049410359947425,0
55,131941,12882,756,26,0.33613730236745276,0
50,121368,10289,570,16,0.2573229278764556,0
45,70891,18910,515,25,0.39407457421234293,0
43,70810,45566,412,23,0.4000755171232806,1
23,71901,36983,315,4,0.44075050058954157,1
27,108512,41176,515,11,0.3882211617029059,0
63,128912,22545,726,18,0.29045902350661634,0
46,96062,35289,434,12,0.11183334967329941,0
42,121622,9090,342,15,0.5525442340617711,0
37,46563,48801,583,28,0.2634608649100707,0
52,97008,20362,397,24,0.35357528750542844,0
35,27775,27074,359,26,0.37846879283364,1
60,40828,35835,529,18,0.25742646736969144,0
49,135312,18783,684,22,0.25424047819758955,0
53,42974,49162,458,9,0.23043076159550033,1
49,47388,40749,770,11,0.22167667219462642,0
30,105591,45833,507,6,0.11519786487923653,0
43,146918,8554,473,13,0.5789573008348085,1
53,43615,23773,380,9,0.3976480293891085,1
26,62886,13158,317,27,0.15403350455823142,0
44,47838,6014,590,7,0.3959792103369185,0
26,65728,35331,659,14,0.21612379747551455,0
63,141249,47986,578,25,0.2553410256409834,0
53,103000,41481,696,15,0.5005840941961373,0
31,77798,12585,441,7,0.5429010094108064,0
60,130900,9122,816,3,0.4499119465327508,0
36,97776,47660,550,29,0.5662907411317208,0
28,95478,21838,839,16,0.552513531930532,0
50,44622,22301,536,3,0.375585059903758,0
24,38536,28107,431,21,0.5539233296948501,1
40,92136,27625,605,25,0.37249897559034206,0
31,30700,42142,657,10,0.15213699955367097,0
49,63839,5489,584,12,0.5147276396581718,0
50,35248,5984,592,5,0.16560123226388,0
36,70291,22344,462,21,0.25798006692162323,0
56,107629,39550,718,13,0.2898963981171355,0
27,109891,19959,767,27,0.5036429700811856,0
33,42177,43751,806,6,0.141768337336411,0
59,44483,6869,777,11,0.32247073233653856,0
34,68815,49264,661,26,0.3183579055318829,0
50,145718,35268,611,0,0.3910801197574971,0
40,63533,24028,544,9,0.276934390863104,0
24,25026,44606,776,0,0.38858124908265823,0
29,129997,18550,735,15,0.5929471399510127,0
29,85611,10702,549,6,0.13577459269955802,0
41,112242,18027,321,27,0.5373142283580452,1
25,49660,49628,776,19,0.2543147190353957,0
42,80103,37743,810,5,0.3328582181142875,0
24,77253,29459,635,21,0.47055874154115596,0
29,129913,27286,641,24,0.5550182317236374,0
44,67082,11032,637,17,0.10453774176828487,0
37,41258,6825,779,19,0.4310961371417602,1
34,128613,16554,341,3,0.134776169819789,0
24,123315,17470,373,22,0.362839259585541,0
30,114690,8770,321,15,0.4748800441582629,1
35,120220,32268,519,0,0.1847670706575675,1
34,40389,5029,378,20,0.48189248816405816,1
28,116860,35083,534,29,0.2547689299054783,0
36,52685,13958,456,26,0.4052755654738387,1
28,84220,13806,626,19,0.4290205193536881,0
59,52195,37162,413,1,0.42449036359909287,1
55,46797,14196,574,15,0.10927239813907005,0
62,136975,39889,680,20,0.17613700387383943,0
43,96310,32702,319,8,0.5281013451786014,1
45,122169,40777,508,14,0.5699211362975212,1
58,139867,12739,459,23,0.38183394438922613,0
22,91332,29599,337,15,0.39848568096069514,0
31,130583,41827,417,8,0.47751529502962387,0
64,118925,16285,689,6,0.3030526431612681,0
37,87907,36147,676,9,0.26400817224457374,0
29,32188,34727,675,6,0.4841008328199651,0
46,48696,7910,341,29,0.11414282848245719,0
33,27024,19674,769,29,0.5426731440623236,1
46,98202,23354,757,12,0.32045126239640687,0
38,60985,35676,429,1,0.35211430745769057,0
47,31584,31114,327,11,0.41713907883203527,1
35,115998,28039,625,12,0.2371928741654554,0
62,52044,49929,808,2,0.39869374572485394,0
57,30285,36831,624,10,0.4465194734250041,0
44,88115,48884,459,25,0.15896572496797243,0
64,32370,30146,815,7,0.36023539029424234,0
27,42903,22626,553,10,0.2647100680707174,0
26,57499,22096,547,17,0.3786788628353257,0
64,122904,36308,652,6,0.1106471437484435,0
46,47995,18054,697,11,0.47134017810558404,0
39,130160,19070,502,5,0.18420225227335715,0
34,60200,47253,601,27,0.4446934738274212,0
64,113377,31250,447,9,0.4844074560763766,1
35,95402,19413,520,19,0.4763059962219107,0
49,38566,16855,562,26,0.5087510472918819,0
39,62822,43921,595,14,0.25387257559074217,0
49,132412,10587,614,19,0.5835565826676462,0
48,76222,13827,591,14,0.1119090875670343,0
53,119088,30785,330,18,0.3406000480574438,0
30,125085,36864,343,29,0.2351424691711478,0
61,115450,36311,433,5,0.46994022492343723,0
53,75668,11861,648,18,0.5026116427039344,0
41,134366,15804,518,14,0.5111962637589135,1
49,135078,18979,749,24,0.24845202781734524,0
54,88853,6297,803,19,0.2370702680561205,0
25,79643,5357,385,19,0.4384678596392283,0
55,148794,21624,550,17,0.5640921822916041,0
24,47333,15796,564,1,0.22710260779304917,0
47,40958,28238,822,6,0.5552998497023857,0
29,77442,33640,379,4,0.3957306965406333,0
27,45954,45883,760,2,0.4689690109676854,0
37,100174,36857,551,5,0.3199460357539098,0
45,124683,24942,317,5,0.5034286108280527,1
60,34675,8860,555,0,0.5852464463827067,1
51,114590,9447,544,18,0.18528786569482206,0
34,133570,25523,452,11,0.2927797125001247,0
26,56661,39735,799,4,0.5312283230311169,0
46,89289,44347,757,26,0.18833644044363004,0
41,42184,9849,841,28,0.3064817217243031,0
39,72963,29718,414,26,0.18305755485541372,0
39,50822,44935,746,6,0.4241841293787214,0
23,87303,27326,652,19,0.21915957609971629,0
31,101465,12466,840,27,0.2904010526988007,0
33,30267,27789,621,7,0.3455668291268338,0
34,77647,32135,758,18,0.2485644393293411,0
32,87814,35262,525,5,0.43995046521331327,1
40,61025,29435,660,14,0.15562472714419798,0
56,146246,39787,830,5,0.5399003823606107,0
60,102605,43942,411,8,0.34067022824335946,0
47,25981,20689,511,3,0.3864070669926756,0
35,68436,44860,532,15,0.4110648387902266,1
45,43472,48273,458,22,0.1298410238411448,0
62,44336,7355,623,9,0.4784953777667188,0
22,50587,36928,392,0,0.5729709271017143,1
64,102192,5333,547,10,0.35995398177972093,0
43,117862,40330,440,16,0.29543435451349953,0
44,109046,19776,703,17,0.4923979250557594,0
40,144500,32014,703,19,0.4601764791933515,0
39,131367,39563,713,27,0.42548789818161104,0
33,78013,20270,739,21,0.5826757122095687,0
49,145591,36279,532,19,0.39088721095877377,0
49,109511,38021,492,14,0.22418787196003195,0
54,34665,8657,398,5,0.11238302396611274,0
40,52097,28886,412,15,0.32673101494089873,0
49,116277,47383,835,1,0.4261617785858952,1
58,77474,8237,580,24,0.18606956924700965,0
47,96973,41099,822,26,0.11288186901717309,0
56,50185,6027,649,2,0.55454472763585,0
55,100911,19199,615,22,0.25097371391805456,0
56,117643,49954,799,16,0.3330247172235329,0
61,55484,18781,836,7,0.14553545809516807,0
37,126165,20120,735,19,0.2908066526758579,0
59,70610,29289,822,29,0.311886651498789,0
34,75807,10983,743,26,0.5513722685076512,0
44,75907,6093,507,27,0.5327287391916976,0
43,82389,9789,575,14,0.19450102065498334,0
37,50835,7912,796,12,0.378031113332845,0
49,120279,26873,596,20,0.46562390206356574,0
56,121453,19332,673,22,0.24592528301691255,0
29,129531,21564,483,18,0.2972164918890948,0
43,78790,17259,331,24,0.5924406439464952,0
42,101960,47180,582,24,0.4798660678669733,0
47,34643,25526,731,23,0.31859003136917774,0
61,100846,26113,818,0,0.36704085176658763,0
42,43951,21006,761,27,0.41289117737811587,0
46,117104,26643,667,28,0.3494202774942551,0
62,40233,29413,551,11,0.3058100160552554,0
22,38200,47523,465,17,0.27967485507984713,1
27,77275,35122,828,17,0.18449081707579182,0
44,112084,9684,670,2,0.5868105634033067,0
44,101068,12854,402,17,0.1457063521191417,0
64,114001,27357,425,16,0.400511196115263,0
64,46291,44185,337,10,0.5798012223158377,1
44,67448,22946,647,4,0.2874658085316566,0
